Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15
-0.0086817089089092,-0.01467140778189484,-0.02066110665488048,-0.02665080552786612,-0.03264050440085176,-0.0386302032738374,-0.04816027723791569,-0.057690351201993964,-0.06722042516607224,-0.07675049913015053,-0.0862805730942288,-0.0985331646929831,-0.11078575629173738,-0.12303834789049164,-0.13529093948924592,-0.1475435310880002
-0.221699393197861,-0.23357709560809273,-0.24545479801832445,-0.25733250042855615,-0.2692102028387879,-0.2810879052490196,-0.2838929511095117,-0.28669799697000375,-0.28950304283049577,-0.29230808869098784,-0.2951131345514799,-0.29110421494159233,-0.28709529533170475,-0.28308637572181716,-0.2790774561119296,-0.275068536502042
-0.2487274704732351,-0.24290807270952428,-0.23708867494581345,-0.23126927718210263,-0.2254498794183918,-0.219630481654681,-0.2133580569083438,-0.20708563216200662,-0.20081320741566944,-0.19454078266933228,-0.1882683579229951,-0.18561441105506055,-0.18296046418712597,-0.18030651731919142,-0.17765257045125685,-0.1749986235833223
-0.1842642570280634,-0.18438908503563445,-0.18451391304320552,-0.18463874105077657,-0.18476356905834765,-0.1848883970659187,-0.17997874907094338,-0.17506910107596807,-0.17015945308099273,-0.16524980508601742,-0.1603401570910421,-0.15590068194777018,-0.15146120680449826,-0.14702173166122634,-0.14258225651795442,-0.1381427813746825
-0.1380920214019383,-0.13775570054107572,-0.13741937968021314,-0.13708305881935057,-0.136746737958488,-0.1364104170976254,-0.13200038051585558,-0.12759034393408578,-0.12318030735231594,-0.11877027077054612,-0.1143602341887763,-0.11047801612818936,-0.10659579806760242,-0.10271358000701547,-0.09883136194642853,-0.0949491438858416
-0.0957199011066336,-0.09519508250845372,-0.09467026391027385,-0.09414544531209396,-0.09362062671391408,-0.0930958081157342,-0.08859348635418905,-0.08409116459264392,-0.07958884283109878,-0.07508652106955363,-0.0705841993080085,-0.06722800476474329,-0.06387181022147809,-0.0605156156782129,-0.057159421134947694,-0.0538032265916825
-0.0597007985222575,-0.05989411481137094,-0.06008743110048438,-0.06028074738959782,-0.06047406367871126,-0.0606673799678247,-0.05609249178766468,-0.05151760360750466,-0.04694271542734464,-0.04236782724718462,-0.0377929390670246,-0.034073846695329695,-0.03035475432363479,-0.026635661951939896,-0.022916569580244996,-0.0191974772085501
-0.0260743404097354,-0.027180776169208762,-0.02828721192868212,-0.029393647688155482,-0.03050008344762884,-0.0316065192071022,-0.02795818228160268,-0.024309845356103157,-0.020661508430603638,-0.01701317150510412,-0.0133648345796046,-0.009859838583170636,-0.0063548425867366734,-0.002849846590302718,0.0006551494061312457,0.0041601454025652
-0.0009679332478782,-0.0019464645609871798,-0.0029249958740961597,-0.0039035271872051402,-0.00488205850031412,-0.0058605898134231,-0.002629666930002317,0.0006012559534184624,0.0038321788368392415,0.007063101720260021,0.0102940246036808,0.013311926782318923,0.016329828960957048,0.019347731139595162,0.022365633318233283,0.0253835354968714
0.0199497449019219,0.01925529766193674,0.018560850421951578,0.017866403181966417,0.01717195594198126,0.0164775087019961,0.019927319294308122,0.023377129886620142,0.02682694047893216,0.03027675107124418,0.0337265616635562,0.03663209957709052,0.03953763749062485,0.042443175404159164,0.04534871331769348,0.0482542512312278
0.0410738908335019,0.04008833532089958,0.03910277980829726,0.03811722429569494,0.03713166878309262,0.0361461132704903,0.03948023431530598,0.04281435536012166,0.04614847640493734,0.049482597449753016,0.0528167184945687,0.05563056400839626,0.05844440952222382,0.06125825503605138,0.06407210054987894,0.0668859460637065
0.058635591184867,0.05733371077435544,0.056031830363843876,0.054729949953332316,0.05342806954282076,0.0521261891323092,0.05512412466392214,0.058122060195535084,0.06111999572714802,0.06411793125876096,0.0671158667903739,0.06965300727730432,0.07219014776423474,0.07472728825116516,0.07726442873809558,0.079801569225026
0.0708381253594154,0.0694761227016101,0.06811412004380481,0.0667521173859995,0.0653901147281942,0.0640281120703889,0.06685160552733574,0.06967509898428259,0.07249859244122943,0.07532208589817627,0.0781455793551231,0.08032453201729481,0.0825034846794665,0.0846824373416382,0.08686139000380991,0.0890403426659816
